1448387371777, -0.0, 0.0
1448387371877, -0.0, 0.0
1448387371978, -0.0, 0.0
1448387372078, -0.0, 0.0
1448387372178, 0.0, -0.0
1448387372279, 0.0, -0.0
1448387372379, 0.0, -0.0
1448387372479, 0.0, -0.0
1448387372580, 0.0, -0.0
1448387372680, 0.0, -0.0
1448387372780, 0.0, -0.0
1448387372881, 0.0, -0.0
1448387372981, 0.0, -0.0
1448387373081, 0.0, -0.0
1448387373182, 0.0, -0.0
1448387373282, 0.0, -0.0
1448387373382, 0.0, -0.0
1448387373482, 0.0, -0.0
1448387373583, 0.0, -0.0
1448387373683, 0.0, -0.0
1448387373783, 0.0, -0.0
1448387373883, 0.0, -0.0
1448387373984, 0.0, -0.0
1448387374084, 0.0, -0.0
1448387374184, 0.0, -0.0
1448387374285, 0.0, -0.0
1448387374385, 0.0, -0.0
1448387374485, 0.0, -0.0
1448387374586, 0.0, -0.0
1448387374686, 0.0, -0.0
1448387374786, 0.2056936111111111, -3.3016630342800864E-4
1448387374887, 0.3056144444444444, -4.905528706087077E-4
1448387374987, 0.40553472222222225, -6.509385460469598E-4
1448387375087, 0.48780944444444446, -7.830006978801725E-4
1448387375188, 0.5759738888888889, -9.245166572663987E-4
1448387375288, 0.6582486111111111, -0.0010565788090996114
1448387375388, 0.7405416666666667, -0.0011886703884335784
1448387375489, 0.8110694444444445, -0.0013018770920939196
1448387375589, 0.8933441666666667, -0.0014339392439271324
1448387375689, 0.9580052777777777, -0.001537729147346014
1448387375790, 1.0344180555555555, -0.0016603820787485684
1448387375890, 1.0990608333333334, -0.0017641425546666958
1448387375991, 1.181340277777778, -0.001896212286310709
1448387376091, 1.2401163888888889, -0.0019905559619873775
1448387376191, 1.3165291666666665, -0.002113208893389931
1448387376292, 1.369425, -0.002198113921135187
1448387376392, 1.4516997222222223, -0.0023301760729684
1448387376492, 1.5104805555555556, -0.002424527328455869
1448387376593, 1.5810083333333331, -0.0025377340321162097
1448387376693, 1.639770833333333, -0.0026320558601029232
