1448386926204, 0.0, 0.0
1448386926304, 0.0, 0.0
1448386926405, 0.0, 0.0
1448386926505, 0.0, 0.0
1448386926605, 0.0, 0.0
1448386926705, 0.0, 0.0
1448386926806, 0.0, 0.0
1448386926906, 0.0, 0.0
1448386927006, 0.0, 0.0
1448386927107, 0.0, 0.0
1448386927207, 0.0, 0.0
1448386927307, 0.0, 0.0
1448386927408, 0.0, 0.0
1448386927508, 0.0, 0.0
1448386927608, 0.0, 0.0
1448386927709, 0.0, 0.0
1448386927809, 0.0, 0.0
1448386927909, 0.0, 0.0
1448386928010, 0.0, 0.0
1448386928110, 0.0, 0.0
1448386928210, 0.0, 0.0
1448386928311, 0.0, 0.0
1448386928411, 0.0, 0.0
1448386928511, 0.0, 0.0
1448386928612, 0.0, 0.0
1448386928712, 0.0, 0.0
1448386928812, 0.0, 0.0
1448386928913, 0.0, 0.0
1448386929013, 0.0, 0.0
1448386929113, 0.0, 0.0
1448386929214, 0.0, 0.0
1448386929314, 0.0, 0.0
1448386929414, 0.0, 0.0
1448386929515, 0.0, 0.0
1448386929615, 0.0, 0.0
1448386929715, 0.0, 0.0
1448386929816, 0.0, 0.0
1448386929916, 0.0, 0.0
1448386930016, 0.0, 0.0
1448386930117, 0.0, 0.0
1448386930217, 0.0, 0.0
1448386930318, 0.0, 0.0
1448386930418, 0.0, 0.0
1448386930518, 0.0, 0.0
1448386930618, 0.0, 0.0
1448386930719, 0.0, 0.0
1448386930819, 0.0, 0.0
1448386930920, 0.0, 0.0
1448386931020, 0.0, 0.0
1448386931120, 0.0, 0.0
1448386931220, 0.0, 0.0
1448386931321, 0.0, 0.0
1448386931421, 0.0, 0.0
1448386931521, 0.0, 0.0
1448386931622, 0.0, 0.0
1448386931722, 0.0, 0.0
1448386931822, 0.0, 0.0
1448386931923, 0.0, 0.0
1448386932023, 0.0, 0.0
1448386932123, 0.0, 0.0
1448386932224, 0.0, 0.0
1448386932324, 0.0, 0.0
1448386932424, 0.0, 0.0
1448386932525, 0.0, 0.0
1448386932625, 0.0, 0.0
1448386932725, 0.0, 0.0
1448386932826, 0.0, 0.0
1448386932926, 0.0, 0.0
1448386933026, 0.0, 0.0
1448386933127, 0.0, 0.0
1448386933227, 0.0, 0.0
1448386933327, 0.0, 0.0
1448386933428, 0.0, 0.0
1448386933528, 0.0, 0.0
1448386933628, 0.0, 0.0
1448386933729, 0.0, 0.0
1448386933829, 0.0, 0.0
1448386933929, 0.0, 0.0
1448386934030, 0.0, 0.0
1448386934130, 0.0, 0.0
1448386934231, 0.0, 0.0
1448386934331, 0.0, 0.0
1448386934431, 0.0, 0.0
1448386934532, 0.0, 0.0
1448386934632, 0.0, 0.0
1448386934732, 0.0, 0.0
1448386934833, 0.0, 0.0
1448386934933, 0.0, 0.0
1448386935033, 0.0, 0.0
1448386935134, 0.0, 0.0
1448386935234, 0.0, 0.0
1448386935334, 0.0, 0.0
1448386935435, 0.0, 0.0
1448386935535, 0.0, 0.0
1448386935635, 0.0, 0.0
1448386935736, 0.0, 0.0
1448386935836, 0.0, 0.0
1448386935937, 0.0, 0.0
1448386936037, 0.0, 0.0
1448386936137, 0.0, 0.0
1448386936238, 0.0, 0.0
1448386936338, 0.0, 0.0
1448386936438, 0.0, 0.0
1448386936539, 0.0, 0.0
1448386936639, 0.0, 0.0
1448386936739, 0.0, 0.0
1448386936839, 0.0, 0.0
1448386936940, 0.0, 0.0
1448386937040, 0.0, 0.0
1448386937141, 0.0, 0.0
1448386937241, 0.0, 0.0
1448386937341, 0.0, 0.0
1448386937442, 0.0, 0.0
1448386937542, 0.0, 0.0
1448386937642, 0.0, 0.0
1448386937742, 0.0, 0.0
1448386937843, 0.0, 0.0
1448386937943, 0.0, 0.0
1448386938043, 0.0, 0.0
1448386938144, 0.0, 0.0
1448386938244, 0.0, 0.0
1448386938344, 0.0, 0.0
1448386938445, 0.0, 0.0
1448386938545, 0.0, 0.0
1448386938645, 0.0, 0.0
1448386938746, 0.0, 0.0
1448386938846, 0.0, 0.0
1448386938946, 0.0, 0.0
1448386939047, 0.0, 0.0
1448386939147, 0.0, 0.0
1448386939247, 0.0, 0.0
1448386939348, 0.0, 0.0
1448386939448, 0.0, 0.0
1448386939548, 0.0, 0.0
1448386939648, 0.0, 0.0
1448386939749, 0.0, 0.0
1448386939849, 0.0, 0.0
1448386939949, 0.0, 0.0
