timestamp, total_error, angular_error_deg, lat_error1, long_error1, lat_error2, long_error2
1438696980530, 0.0800563, -2.00056, 0.0444371, 0.066591, 0.0420854, 0.0681016
1438696980897, 0.093212, -2.01865, 0.0616371, 0.0699238, 0.0591358, 0.0720516
1438696981250, 0.057046, -2.46762, 0.055777, 0.0119658, 0.0552101, 0.0143561
1438696981568, 0.04368, -2.46482, 0.0427746, 0.00884745, 0.0423545, 0.0106788
1438696981931, 0.0343475, -2.5135, 0.0332043, 0.00878806, 0.0327869, 0.0102358
1438696982272, 0.0319697, -2.43158, 0.0152679, 0.0280884, 0.0140624, 0.0287108
1438696982631, 0.125652, -2.85598, 0.0432796, 0.117963, 0.0373483, 0.119973
1438696982945, 0.0218431, -2.6204, 0.0152838, 0.0156054, 0.0145543, 0.0162878
1438696983304, 0.0254628, -2.81334, 0.0229513, 0.0110269, 0.0223824, 0.0121401
1438696983648, 0.0606888, -3.02021, 0.0580221, 0.0177925, 0.057004, 0.0208248
1438696983987, 0.077408, -3.23135, 0.0755272, 0.0169597, 0.0744512, 0.0211901
1438696984335, 0.0670486, -3.32411, 0.0635974, 0.0212342, 0.0622591, 0.0248861
1438696984677, 0.0641868, -2.90865, 0.0605149, 0.0213982, 0.0593511, 0.0244414
1438696985024, 0.076742, -3.0273, 0.0703269, 0.0307157, 0.0686066, 0.0343869
1438696985366, 0.0325438, -2.43573, 0.0159014, 0.0283944, 0.0146804, 0.0290445
1438696985618, 0.06602, -2.93164, -0.0656318, 0.00714811, -0.0659115, 0.00378205
1438697001675, 3.29869, -83.2504, -1.88469, -2.70727, 2.467, -2.18981
1438697002075, 0.246939, -1.61411, 0.110421, 0.220875, 0.104156, 0.223898
1438697002442, 0.118749, -1.62741, 0.112846, 0.036973, 0.111751, 0.0401629
1438697002853, 0.0754902, -1.15475, 0.0730573, 0.0190107, 0.0726593, 0.0204792
1438697003213, 0.0843545, -1.07625, 0.0842219, 0.0047285, 0.0841182, 0.0063096
1438697003610, 0.0420654, -0.532153, 0.0417216, 0.00536721, 0.0416699, 0.00575448
1438697003977, 0.0819415, -0.650032, 0.0710157, 0.0408802, 0.0705473, 0.0416832
1438697004371, 0.05492, -0.169794, 0.032417, 0.0443322, 0.0322854, 0.0444281
1438697004751, 0.199672, -0.453611, -0.0884007, -0.179037, -0.0869806, -0.179731
1438697005112, 2.60303, -50.8534, -1.33724, -2.23328, 0.887773, -2.44696
1438697056951, 0.0860631, -1.48636, 0.0308497, 0.080344, 0.0287552, 0.0811172
1438697057288, 0.0903059, -1.54775, 0.029583, 0.0853229, 0.0272677, 0.0860908
1438697057694, 0.074773, -1.3845, -0.00889859, 0.0742416, -0.0106898, 0.0740049
1438697058090, 0.0724113, -1.27714, -0.0387632, 0.0611622, -0.0401168, 0.0602831
1438697058449, 0.0909433, -1.03952, -0.0733222, 0.0538008, -0.0742862, 0.0524617
1438697058846, 0.0888926, -0.959875, -0.0713612, 0.0530044, -0.0722391, 0.0518015
1438697059205, 0.0932358, -1.04073, -0.082599, 0.0432471, -0.0833709, 0.0417397
1438697059566, 0.0974803, -1.00836, -0.0898457, 0.0378174, -0.0904973, 0.0362304
1438697059922, 0.109985, -1.02214, -0.103165, 0.0381279, -0.103828, 0.0362815
1438697060281, 5.14903, -161.149, -4.99915, -1.23325, 5.12948, -0.448205
1438697060542, 0.173541, -0.704782, -0.128575, -0.116555, -0.127131, -0.118128
1438697087397, 0.886146, -351.869, 0.246684, 0.851118, 0.364581, 0.807673
1438697087799, 0.316633, -1.20572, 0.316091, 0.0185309, 0.315631, 0.025178
1438697088201, 0.369849, -1.38743, 0.369462, 0.0169022, 0.368945, 0.025843
1438697088642, 0.31773, -1.75649, 0.316735, 0.0251184, 0.315817, 0.0348151
1438697130875, 0.111107, -0.274446, 0.0969126, -0.0543386, 0.0971718, -0.0538737
1438697131291, 0.0976387, -0.724733, 0.0960812, 0.0173701, 0.0958538, 0.0185841
1438697131779, 0.0763208, -1.11262, 0.0684383, 0.0337797, 0.0677694, 0.0351023
1438697132170, 0.0745249, -1.21639, 0.0511394, 0.0542099, 0.0499771, 0.0552833
1438697132586, 0.139532, -1.3793, 0.125009, 0.0619836, 0.123481, 0.0649747
1438697132988, 0.185468, -1.44299, 0.159407, 0.0948036, 0.156969, 0.0987878
1438697133425, 0.185468, -1.44299, 0.159407, 0.0948036, 0.156969, 0.0987878
1438697133771, 0.18361, -1.53153, 0.159895, 0.0902555, 0.157426, 0.0944967
1438697134090, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697134423, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697134768, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697135107, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697135462, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697135783, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697136137, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697136500, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697136813, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697137158, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697137529, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697137847, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697138170, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697138529, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697138841, 0.183875, -1.5302, 0.160238, 0.0901858, 0.157773, 0.0944326
1438697139199, 0.22143, -1.55411, 0.20221, 0.0902346, 0.199688, 0.0956855
1438697139528, 0.211397, -1.5184, 0.191663, 0.0891834, 0.189233, 0.0942308
1438697139846, 0.223532, -1.4072, 0.201879, 0.0959763, 0.199461, 0.100905
1438697140176, 0.135804, -1.35908, -0.0655758, -0.118923, -0.0627367, -0.120445
1438697140534, 0.12983, -1.30226, -0.0922876, -0.0913178, -0.0901884, -0.0933917
1438697140836, 0.163755, -1.31389, -0.0927589, -0.13495, -0.0896402, -0.137042
1438697141196, 0.128171, -1.67541, 0.0206662, -0.126494, 0.0243557, -0.125836
1438697141556, 0.10542, -1.57807, -0.0909288, -0.0533412, -0.0894254, -0.0558251
1438697141881, 0.137579, -1.29624, -0.106932, -0.0865654, -0.104946, -0.0889622
1438697142225, 0.137579, -1.29624, -0.106932, -0.0865654, -0.104946, -0.0889622
1438697142536, 0.137141, -1.29422, -0.1065, -0.0864017, -0.104522, -0.0887852
1438697142865, 0.137141, -1.29422, -0.1065, -0.0864017, -0.104522, -0.0887852
1438697143213, 0.13736, -1.29552, -0.106847, -0.0863231, -0.104868, -0.0887167
1438697143442, 0.137579, -1.29624, -0.106932, -0.0865654, -0.104946, -0.0889622
