1438867491210, 5.58531, -9.00406, -0.39105, 5.5716, -1.25821, 5.44174
1438867491506, 5.56667, -9.25773, -0.379457, 5.55372, -1.26797, 5.42034
1438867491798, 5.72637, -9.70742, -0.450048, 5.70866, -1.40618, 5.55104
1438867492107, 5.7127, -9.33638, -0.5466, 5.68649, -1.46188, 5.52248
1438867492407, 5.71148, -9.20896, -0.551881, 5.68475, -1.45453, 5.52316
1438867492712, 5.7972, -8.90655, -0.390549, 5.78403, -1.28134, 5.65383
1438867493012, 5.78471, -9.05556, -0.372943, 5.77268, -1.27687, 5.64203
1438867493311, 5.69309, -9.0035, -0.613284, 5.65996, -1.49148, 5.49425
1438867493615, 5.76635, -8.07479, -0.351885, 5.7556, -1.15686, 5.64911
1438867493908, 5.71012, -7.99482, -0.455428, 5.69193, -1.24265, 5.57326
1438867494215, 5.76209, -8.24262, -0.494191, 5.74085, -1.31212, 5.6107
1438867494507, 5.75586, -7.95171, -0.492747, 5.73473, -1.28134, 5.61143
1438867494811, 5.7482, -7.6714, -0.490243, 5.72726, -1.2504, 5.61056
1438867495083, 5.74215, -7.43892, -0.490713, 5.72115, -1.2273, 5.60946
1438867495413, 5.72658, -7.13387, -0.48542, 5.70597, -1.19028, 5.60151
1438867495706, 5.72641, -7.01478, -0.528635, 5.70196, -1.22103, 5.59472
1438867496017, 5.73029, -7.13275, -0.596594, 5.69915, -1.29963, 5.58096
1438867496310, 5.73415, -7.30703, -0.682358, 5.6934, -1.40094, 5.56038
1438867496620, 5.74519, -7.47466, -0.798204, 5.68947, -1.53155, 5.53728
1438867496916, 5.75879, -7.74013, -0.9324, 5.68281, -1.68927, 5.50546
1438867497215, 5.77395, -8.08065, -1.08638, 5.67083, -1.87272, 5.46181
1438867497505, 5.79645, -8.48654, -1.26879, 5.65588, -2.08958, 5.40671
1438867497790, 5.81867, -8.98354, -1.44928, 5.63529, -2.31145, 5.33986
1438867498410, 6.03541, -9.83767, -1.89831, 5.7291, -2.84926, 5.32052
1438867518507, 11.3795, -29.1606, -7.772, -8.31198, -2.73686, -11.0455
1438867518807, 11.4614, -29.0941, -7.77241, -8.42344, -2.69584, -11.1399
1438867519104, 11.5273, -29.034, -7.76387, -8.5206, -2.6529, -11.2179
1438867519376, 11.5836, -28.9333, -7.73153, -8.62577, -2.59343, -11.2896
1438867519705, 11.6833, -28.9685, -7.74272, -8.74921, -2.53649, -11.4046
1438867519974, 11.7665, -29.0025, -7.73017, -8.87101, -2.45971, -11.5065
1438867520282, 11.8721, -29.0154, -7.72975, -9.011, -2.38884, -11.6293
1438867520572, 11.9754, -28.8425, -7.70067, -9.17119, -2.32118, -11.7483
1438867520904, 12.1036, -28.7884, -7.7177, -9.32385, -2.27368, -11.8881
1438867521175, 12.0723, -28.6387, -7.7339, -9.26964, -2.34493, -11.8423
1438867525103, 11.9085, -29.0874, -6.41883, -10.0305, -0.73301, -11.8859
1438867525402, 11.7294, -29.58, -5.74741, -10.2247, 0.048991, -11.7293
1438867525680, 11.533, -30.7125, -5.0921, -10.348, 0.907136, -11.4973
1438867525972, 11.2763, -31.5869, -4.17279, -10.4758, 1.93257, -11.1095
1438867542214, 18.7822, -45.3471, 12.4469, 14.0657, -1.25825, 18.74
1438867542597, 21.2076, -44.6785, 13.9652, 15.9605, -1.29213, 21.1682
1438867543062, 21.3406, -44.6929, 14.0958, 16.0227, -1.24831, 21.304
1438867543336, 21.3926, -44.7785, 14.1418, 16.0516, -1.26789, 21.355
1438867543753, 21.3353, -43.6981, 14.1501, 15.9677, -0.801036, 21.3203
1438867544063, 21.045, -44.6499, 13.9188, 15.7847, -1.19101, 21.0112
1438867544382, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867544664, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867545057, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867545443, 21.0786, -43.8415, 13.972, 15.7827, -0.854707, 21.0613
1438867545780, 21.0786, -43.8415, 13.972, 15.7827, -0.854707, 21.0613
1438867546101, 21.08, -43.7853, 13.9562, 15.7984, -0.856293, 21.0626
1438867546379, 21.08, -43.7853, 13.9562, 15.7984, -0.856293, 21.0626
1438867546682, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867546980, 21.08, -43.7853, 13.9562, 15.7984, -0.856293, 21.0626
1438867547300, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867547581, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867547901, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867548180, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867548501, 21.0786, -43.8415, 13.972, 15.7827, -0.854707, 21.0613
1438867548781, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867549100, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867549402, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867549670, 21.0805, -43.7853, 13.9563, 15.7991, -0.85673, 21.0631
1438867549980, 21.0815, -43.7853, 13.9582, 15.7986, -0.854997, 21.0641
1438867550300, 21.106, -43.7303, 13.9779, 15.814, -0.831212, 21.0896
1438867550581, 21.1151, -43.8047, 14.0156, 15.7928, -0.816683, 21.0993
1438867550901, 21.1145, -43.7853, 14.0088, 15.798, -0.81808, 21.0986
1438867551174, 21.1189, -43.7112, 13.9913, 15.8193, -0.818182, 21.103
1438867551499, 21.1572, -43.6541, 13.995, 15.8672, -0.827498, 21.141
1438867551793, 21.216, -43.6215, 14.0067, 15.9352, -0.85394, 21.1988
1438867552099, 21.2389, -43.8264, 14.0847, 15.897, -0.846992, 21.222
1438867552400, 21.2359, -43.8264, 14.0805, 15.8967, -0.849871, 21.2189
1438867552699, 21.2346, -43.8632, 14.0909, 15.8856, -0.848287, 21.2176
1438867552982, 21.2363, -43.8264, 14.0811, 15.8966, -0.849294, 21.2193
1438867553298, 23.3966, -81.6326, 16.6485, 16.4386, -13.841, 18.8635
1438867553579, 23.3664, -83.2977, 16.5764, 16.4684, -14.4212, 18.3852
1438867553858, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867554179, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867554458, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867554778, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867555059, 23.2433, -83.399, 16.4461, 16.425, -14.4255, 18.2252
1438867555378, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867555660, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867555979, 23.2433, -83.399, 16.4461, 16.425, -14.4255, 18.2252
1438867556259, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867556578, 23.2433, -83.399, 16.4461, 16.425, -14.4255, 18.2252
1438867556859, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
1438867557059, 23.2437, -83.399, 16.4461, 16.4255, -14.4261, 18.2252
