timestamp,lat,long,id
1438867284753,52.52622592580639,13.313784313140458,TOP1
1438867284794,52.52622592580639,13.313784313140458,TOP1
1438867284832,52.52622592580639,13.313784313140458,TOP1
1438867284872,52.52622592580639,13.313784313140458,TOP1
1438867284913,52.52622592580639,13.313784313140458,TOP1
1438867284951,52.52622592580639,13.313784313140458,TOP1
1438867284992,52.52622592580639,13.313784313140458,TOP1
1438867285052,52.52622592580639,13.313784313140458,TOP1
1438867285087,52.52622592580639,13.313784313140458,TOP1
1438867285120,52.52622592580639,13.313784313140458,TOP1
1438867285159,52.52622592580639,13.313784313140458,TOP1
1438867285193,52.526225922473074,13.31378431314046,TOP1
1438867285233,52.52622592580639,13.313784313140458,TOP1
1438867285271,52.526225922473074,13.31378431314046,TOP1
1438867285313,52.52622592580639,13.313784313140458,TOP1
1438867285358,52.52622592580639,13.313784313140458,TOP1
1438867285393,52.52622592580639,13.313784313140458,TOP1
1438867285435,52.52622592580639,13.313784313140458,TOP1
1438867285471,52.52622592580639,13.313784313140458,TOP1
1438867285507,52.52622592580639,13.313784313140458,TOP1
1438867285552,52.52622592580639,13.313784313140458,TOP1
1438867285589,52.52622592580639,13.313784313140458,TOP1
1438867285634,52.52622592580639,13.313784313140458,TOP1
1438867285667,52.52622592580639,13.313784313140458,TOP1
1438867285707,52.52622592580639,13.313784313140458,TOP1
1438867285755,52.52622592580639,13.313784313140458,TOP1
1438867285791,52.52622592580639,13.313784313140458,TOP1
1438867285827,52.52622592580639,13.313784313140458,TOP1
1438867285886,52.52622592580639,13.313784313140458,TOP1
1438867285923,52.52622592580639,13.313784313140458,TOP1
1438867285956,52.52622592580639,13.313784313140458,TOP1
1438867285988,52.52622592580639,13.313784313140458,TOP1
1438867286032,52.52622592580639,13.313784313140458,TOP1
1438867286078,52.52622592580639,13.313784313140458,TOP1
1438867286113,52.52622592580639,13.313784313140458,TOP1
1438867286153,52.52622570497306,13.313783127307124,TOP1
1438867286192,52.52622592580639,13.313784313140458,TOP1
1438867286233,52.52622592580639,13.313784313140458,TOP1
1438867286275,52.52622592580639,13.313784313140458,TOP1
1438867286316,52.52622592580639,13.313784313140458,TOP1
1438867286352,52.52622592580639,13.313784313140458,TOP1
1438867286392,52.52622592580639,13.313784313140458,TOP1
1438867286459,52.52622592580639,13.313784313140458,TOP1
1438867286509,52.52622592580639,13.313784313140458,TOP1
