0 -1.293933 -5.6252036 7.7363577
14680064 -1.253072 -5.6252036 8.036005
29360128 -1.2258313 -5.5843425 8.036005
45088768 -1.1849703 -5.5843425 8.076866
59768832 -1.2258313 -5.5434813 8.117727
75497472 -1.2258313 -5.5162406 8.117727
90177536 -1.253072 -5.5434813 8.076866
119537664 -1.253072 -5.5434813 8.117727
134217728 -1.293933 -5.5434813 8.117727
148897792 -1.253072 -5.5843425 8.076866
192937984 -1.253072 -5.5434813 8.076866
207618048 -1.253072 -5.5843425 8.076866
222298112 -1.2258313 -5.5434813 8.076866
236978176 -1.1849703 -5.5434813 8.117727
251658240 -1.2258313 -5.47538 8.158588
267386880 -1.253072 -5.5162406 8.158588
282066944 -1.2258313 -5.5434813 8.117727
297795584 -1.2258313 -5.5843425 8.076866
313524224 -1.2258313 -5.5434813 8.076866
329252864 -1.2258313 -5.5434813 8.036005
344981504 -1.1849703 -5.5162406 8.117727
359661568 -1.1849703 -5.5162406 8.076866
375390208 -1.2258313 -5.5162406 8.076866
390070272 -1.2258313 -5.5162406 8.117727
404750336 -1.2258313 -5.5162406 8.076866
419430400 -1.253072 -5.5434813 8.117727
434110464 -1.253072 -5.5434813 8.076866
449839104 -1.293933 -5.5434813 8.076866
465567744 -1.293933 -5.5162406 8.117727
481296384 -1.293933 -5.47538 8.158588
495976448 -1.253072 -5.5162406 8.117727
511705088 -1.253072 -5.5434813 8.076866
527433728 -1.2258313 -5.5434813 8.036005
542113792 -1.2258313 -5.5162406 8.076866
556793856 -1.2258313 -5.5434813 8.076866
572522496 -1.253072 -5.5434813 8.117727
587202560 -1.2258313 -5.5434813 8.076866
601882624 -1.1849703 -5.5162406 8.117727
617611264 -1.1849703 -5.5434813 8.117727
632291328 -1.2258313 -5.5434813 8.117727
648019968 -1.253072 -5.5843425 8.117727
662700032 -1.253072 -5.5843425 8.076866
677380096 -1.253072 -5.5434813 8.076866
692060160 -1.253072 -5.5434813 8.036005
706740224 -1.253072 -5.5162406 8.076866
722468864 -1.2258313 -5.5162406 8.076866
738197504 -1.2258313 -5.5434813 8.117727
753926144 -1.253072 -5.5434813 8.076866
768606208 -1.2258313 -5.5162406 8.076866
785383424 -1.253072 -5.5162406 8.117727
800063488 -1.293933 -5.5162406 8.117727
814743552 -1.334794 -5.5162406 8.076866
829423616 -1.253072 -5.5162406 8.036005
844103680 -1.3756552 -5.5162406 8.076866
859832320 -1.4165162 -5.5434813 8.036005
874512384 -1.4165162 -5.5843425 8.076866
890241024 -1.253072 -5.5843425 8.076866
905969664 -1.334794 -5.6252036 8.076866
921698304 -1.3756552 -5.5162406 8.117727
937426944 -1.293933 -5.47538 8.158588
952107008 -1.2258313 -5.5162406 8.158588
966787072 -1.1849703 -5.5843425 8.076866
982515712 -1.253072 -5.5843425 8.076866
997195776 -1.334794 -5.5434813 8.076866
1011875840 -1.334794 -5.5434813 8.036005
1041235968 -1.334794 -5.5162406 8.076866
1056964608 -1.3756552 -5.3527966 8.117727
1072693248 -1.334794 -5.1621118 8.22669
1087373312 -1.293933 -5.3119354 8.185829
1102053376 -1.1849703 -5.5434813 8.117727
1117782016 -1.253072 -5.7341666 7.9679036
1132462080 -1.293933 -5.6660647 7.995144
1147142144 -1.334794 -5.6660647 8.036005
1161822208 -1.253072 -5.6660647 8.036005
1177550848 -1.253072 -5.6660647 7.995144
1193279488 -1.293933 -5.706926 7.995144
1209008128 -1.293933 -5.6252036 8.036005
1224736768 -1.334794 -5.5843425 8.117727
1240465408 -1.3756552 -5.5434813 8.076866
1255145472 -1.4437568 -5.5843425 8.036005
1274019840 -1.4437568 -5.5843425 7.995144
1288699904 -1.4165162 -5.5162406 8.076866
1303379968 -1.334794 -5.434519 8.076866
1318060032 -1.334794 -5.3119354 8.117727
1332740096 -1.334794 -5.3936577 8.076866
1348468736 -1.3756552 -5.47538 8.076866
1364197376 -1.334794 -5.5434813 8.036005
1379926016 -1.334794 -5.5162406 8.036005
1394606080 -1.334794 -5.5162406 8.117727
1411383296 -1.1441092 -5.5843425 8.036005
1426063360 -1.253072 -5.706926 8.076866
1440743424 -1.2258313 -5.706926 8.117727
1455423488 -1.253072 -5.7341666 8.158588
1471152128 -1.1032481 -5.7341666 8.076866
1485832192 -1.253072 -5.706926 8.036005
1500512256 -1.293933 -5.5843425 7.995144
